,missing_mfi,missing_3dp,SN,ne,Te,np,Tp,nalpha,Talpha,B0,db,db_a,dboB0,V0,v_r,dv,va,ma,p,rhoe,rhop,de,dp,betae,betap,vte,vtp,ld,zp,zm,zp_decay,zm_decay,sigma_c,sigma_r,ra,cos_a,qi,qk,fb,tb,tcf,lambda_c_fit,tce,lambda_c_e,tci,lambda_c_int,ttu,ttu_std,ttc,ttc_std,lambda_t_raw,lambda_t,Re_lt,Re_di,Re_tb,Vomni,pomni,Bomni,ms,mst,mat
betae,-0.02409759446875943,0.007057447555012808,-0.09262290597462244,0.3078821406296294,-0.10699539242199983,0.2564755213493204,-0.3913822939631938,-0.04569646241933445,-0.41821750931777385,-0.39647371891109234,-0.2688484086033622,-0.33675814585226976,0.23380793749272114,-0.46812671542016887,-0.46604563714737146,-0.3928271327608973,-0.6282542026722866,0.7995785455699517,-0.003976934976469039,0.48136834047324045,-0.04361248757953581,-0.3453260031639187,-0.34532600212918535,1.0,0.413778269389525,-0.11032011813358347,-0.46139260047408953,-0.3178963947423227,-0.3139128122982623,-0.30947334026762885,-0.07152506103653587,-0.07807017127282569,-0.014372165073195673,-0.15172434057269826,-0.022705853516988464,-0.014756654048354441,-0.4962975904439091,0.45569911104784777,-0.34104893941669145,0.10025286318611899,0.05562739000895579,-0.10519918481248362,0.054378016446699595,-0.10036476274463918,0.05522759307442801,-0.14815928406372725,0.37515944279076613,0.38676449908164184,-0.04381236016054227,0.21392388157704292,0.03310513497093265,-0.381681729181097,0.02345101794981767,0.049255914192605686,-0.17558891879394636,-0.4604617974978456,-0.029243830054423686,-0.41937255818871416,0.3641468540514585,-0.2365775286401646,0.07431094103511855
betap,-0.024448845202665315,-0.0802474629494113,-0.05326103456941836,0.18826130592537763,0.05139485686938449,0.03569244391839425,0.37810811462511834,0.0812857224531702,0.22915839378441258,-0.15993179636163418,0.03541432183789966,0.223913066189765,0.3819085858579567,0.1653396758886773,0.16299918819813947,0.13069396261558563,-0.33033516840313343,0.6037168326459204,0.2780943121135229,0.2099888669146014,0.4727556296843893,-0.19434968466408276,-0.19434968168369857,0.413778269389525,1.0,0.05950922220849764,0.36767420904319253,-0.16322097228926513,0.2158040936697958,0.21254281803044014,0.1897569373837194,0.2144876640684679,-0.0044196588153055235,0.040107442055596895,0.08112555804581523,-0.002816435544183933,-0.12896906169575417,-0.0705383165730603,0.054388395388627074,0.003234460066521313,-0.26041738835178596,-0.2275524402672529,-0.2577499168043246,-0.2268838322987285,-0.25734897142391355,-0.20541101733513611,-0.10555812904889902,-0.02579240913373337,-0.06938784287084393,0.007840293583541935,-0.009616161507627122,0.06364656242612765,-0.14538054539113993,-0.09759420491530517,-0.19932570657038368,0.15548014552645167,0.2414196581302713,-0.1663633779599114,-0.36780130772785913,-0.14732716283909944,0.4454091904870628
vte,0.034962643857657766,-0.04718267037753404,0.02410823592176259,-0.06946260236248873,0.9890047828954295,-0.21478232321707463,0.39313094242201796,0.08947538377712393,0.38736585309976557,0.2503014652008224,0.18279717097656506,0.22255507463676472,-0.13468091854856665,0.3079530095777597,0.30091160335155087,0.4006112213654785,0.34547074122807175,-0.2490777668394979,0.1653015296285634,0.07441519328973176,0.1396778568536499,0.15248805953280742,0.1524880591650643,-0.11032011813358347,0.05950922220849764,1.0,0.4359042612063344,0.400860429621871,0.2364849601253721,0.27053055720911107,0.10990895272835743,0.118878909823458,-0.04403628514626903,0.22267760198453052,0.10650521777586677,-0.04560531508499119,0.13208998288623533,-0.2033744688695929,-0.018839051691488397,-0.005722054903238052,-0.1956436492094549,-0.05171015285069386,-0.19373442265108076,-0.055402554342269546,-0.1884396588103798,-0.01369314699931427,-0.23433431890496836,-0.34522483065435405,-0.05404352499805773,-0.3035403744791874,0.03340037268400905,0.19463901742850118,-0.06808238187133155,-0.09833265155336886,-0.1237026618643919,0.316536805527617,-0.006490438853750967,0.2580787018366411,-0.43853843156420647,0.1696473724834102,0.1895629246867567
vtp,-0.02019899573181726,-0.019178296560168836,0.01808904082986836,-0.14422033866626688,0.423479058636423,-0.2486026941814226,0.9676476628752607,0.11274431863112845,0.880928939186918,0.34327582294455034,0.3889158866872802,0.5809225523944573,0.10711688296483556,0.8134284080373912,0.8059388568839023,0.7171433451762512,0.45315423430467977,-0.20711848568254554,0.3558489771854862,-0.24812044145030468,0.5053287249333103,0.21794654243774753,0.21794654320831383,-0.46139260047408953,0.36767420904319253,0.4359042612063344,1.0,0.2888811458053745,0.5802310088270802,0.569630919462463,0.2795634159322377,0.29812561700285106,0.004792697026244592,0.3295036995547298,0.14239933022797333,0.005020950974282158,0.4085743867136152,-0.6242035784839849,0.399859237066459,-0.08143190664497935,-0.3927963057470636,-0.13568869953400378,-0.38695305289808024,-0.13992750370456927,-0.38429353570670455,-0.04821272591784881,-0.5892604998126919,-0.46938354120544534,-0.1361233674782225,-0.296648226747944,-0.04975421952726248,0.4949121514835604,-0.17896313523407154,-0.15070100384038418,-0.08013142732695479,0.7997334318471016,0.2931400180052389,0.35963753563650336,-0.772448889260878,0.1717150041608187,0.39894518732592127
ld,-0.05129547436797019,0.02863751984440548,-0.08111505105041546,-0.6658606172382358,0.399586970189833,-0.6693797275214061,0.2486980297256326,-0.3562914847558957,0.37676919029194095,-0.28074067609208064,-0.35038137233675604,0.1001845037214267,-0.16915896547288034,0.48106738715988784,0.4834881254923024,0.1031540301540721,0.5343592654859073,-0.25045168685193786,-0.4629753864449434,0.45301397474215355,0.5992165777124008,0.949492009638897,0.9494920093749971,-0.3178963947423227,-0.16322097228926513,0.400860429621871,0.2888811458053745,1.0,0.08691108787445855,0.05214107633250748,0.04393343262480105,0.027934402839699637,0.030094962269780735,0.04825581472874967,0.008792122941986509,0.029066408841564667,0.13585003820962946,-0.05710992885887021,-0.2789515269970526,0.04421414804893597,-0.14376006165959257,0.017636734280378336,-0.14470161466575562,0.007961739503326508,-0.13818885845829168,0.06758947258627168,-0.20498340542239965,-0.3625761706582049,-0.21580038108234847,-0.4384400037936807,0.1842116158019761,0.20874350785109194,0.006321836293200976,-0.37106534244282985,-0.18456934415421708,0.46373594344392527,-0.4500573349539695,-0.25602803424023296,-0.03551194176136818,-0.06641122744223656,-0.20624411771129672
zp,0.025116709850936128,0.00428297052146277,0.04626662816440711,0.07335323383068874,0.2509963604552969,-0.07392008783170514,0.5986123946926387,0.18693919408749474,0.4706989401475661,0.45588035589663317,0.5144005532658819,0.860105196013927,0.1667381373026249,0.3571014839674679,0.34520659332461245,0.6554029606069754,0.41422269777723303,-0.2828495736326084,0.335913078083317,-0.3230029956853315,0.14105658999975337,0.03615231996227551,0.03615231951997208,-0.3139128122982623,0.2158040936697958,0.2364849601253721,0.5802310088270802,0.08691108787445855,1.0,0.5787831330213273,0.6280797336412817,0.5428833316160735,0.4228277862627717,0.09611491044911358,0.1411905685436016,0.4201194807150029,0.19171436680406967,-0.23222554964332748,0.35618034039575147,-0.055130162938258745,0.030387561930726358,0.17790429079662362,0.027912706055043007,0.16994357219791628,0.018340204054470247,0.19460060251733277,-0.14531580943592257,-0.05419245203662425,0.07197357109818996,0.06710869269306506,0.1398134806073408,0.32335720558117814,-0.003903808329069183,0.1954429569077929,0.23981347857132956,0.3573893892048827,0.2883816942545599,0.4437105103750563,-0.4807371375212865,0.422303078611167,0.4186760112298505
zm,0.028386009457992703,0.025637815678395244,0.06246710669993317,0.09194927988586304,0.28246411206841743,-0.05886704194722766,0.578817267869335,0.20428946738414563,0.441367546413317,0.4849924135797356,0.5350860113478174,0.8505269723860607,0.16250820291166357,0.3324678285210677,0.32097893124026194,0.6393683597291827,0.4156050835163512,-0.2943887215244609,0.34037974717619374,-0.3518387039639607,0.09666142295180317,-0.01614222352025943,-0.016142223044098965,-0.30947334026762885,0.21254281803044014,0.27053055720911107,0.569630919462463,0.05214107633250748,0.5787831330213273,1.0,0.4994578379108114,0.6551172707543175,-0.43095839375741407,0.09137264146208689,0.13810590693455754,-0.4182147142439286,0.20831772122716594,-0.25707764215131856,0.37700048395528685,-0.06354489910885176,0.02695515717486119,0.1705746934403553,0.02358616439210092,0.1617926452491223,0.020638857017361945,0.19244979666094403,-0.15871408802734482,-0.0629989401553719,0.08600076339524275,0.06245151457708628,0.10818914366045633,0.3164984926164087,-0.005266337946906798,0.18812629760989588,0.2520446362968033,0.3255936912355193,0.30856558132277745,0.4770927429401764,-0.4968833450733818,0.41454247997006166,0.4131186889018331
zp_decay,-0.0011062210699738753,-0.002351373214214455,-0.009791887401278449,0.018371438411765802,0.14324663598773596,-0.07762669217054406,0.332933317211024,0.1008767453382989,0.22058348644317338,0.1308223145046981,0.14793098813947292,0.6314996971306525,0.031498200255770055,0.08948759755800335,0.07798327124683523,0.35376382828024255,0.13451800436190547,-0.07968460540450885,0.09580201074928195,-0.08197526487633423,0.12343746856976662,0.02095217059041379,0.020952172973757104,-0.07152506103653587,0.1897569373837194,0.10990895272835743,0.2795634159322377,0.04393343262480105,0.6280797336412817,0.4994578379108114,1.0,0.8726097092886904,0.08642897604185963,-0.0006390283640845244,0.12811187824275239,0.09199303365497533,0.025689285304093683,-0.07277621983504225,0.09202688901549898,-0.013372421772565125,-0.03006161190832044,-0.005558412304562272,-0.03427667742607892,-0.010723676333690004,-0.038437778564761375,-0.005157734132602969,-0.059235329439135884,-0.01552397650728757,-0.0036299370430881647,0.01791691628822538,-0.002245485299647496,0.05905836036650404,-0.018559390990554116,0.017245938750040914,0.06978059640126434,0.11094863760833384,0.08366080011526168,0.12371624286402266,-0.23122740572454442,0.18889791120256177,0.23085441738135215
zm_decay,-0.0072604720193657,-0.002178871996585511,-0.006891939592903676,0.026880486945123006,0.15135961446540627,-0.08193109670068291,0.3509054719092937,0.11077552238660042,0.2503339935674004,0.15232110032613239,0.16994335008488518,0.6740962836324078,0.03687576557265269,0.09299455164261554,0.08212263888648946,0.34965352502664915,0.13967672082437557,-0.08704787867132138,0.10659217565217638,-0.1008342202705797,0.11751336426671419,0.0009134117546142197,0.0009134140690034229,-0.07807017127282569,0.2144876640684679,0.118878909823458,0.29812561700285106,0.027934402839699637,0.5428833316160735,0.6551172707543175,0.8726097092886904,1.0,-0.08902235523927791,-0.0018558117054841249,0.1355745369128611,-0.0823964280148263,0.038333597170954095,-0.08979523597019032,0.11673672000074986,-0.016452613091505374,-0.03592098754620966,-0.012805719726679888,-0.04086214669290466,-0.018621802152073163,-0.04538004508553421,-0.013356771092643344,-0.07185221938521577,-0.013410446404868916,-0.004060915392269888,0.02768084649240044,-0.0173200417563442,0.05931513818861801,-0.02264691095365046,0.010421872467537398,0.07978040402060596,0.11115255370542548,0.10804609488279825,0.14790358791799096,-0.2554851158286072,0.18054359656122645,0.24561743645872236
sigma_c,-0.013237910982371863,-0.017974504450390682,-0.014106026498772769,-0.018047457964986663,-0.0427905146633626,-0.012717318960852972,0.012779648557288902,-0.021997744357420045,0.03028951445135002,-0.024163317253640713,-0.018779840969577032,0.004431709231798391,-0.00038380704925337385,0.015996507269978835,0.015853780212281163,0.007497933894521283,0.0033337583774408585,-0.0019152145535494454,-0.010601007457092844,0.01982155175120696,0.03445617064645024,0.05053352834255494,0.05053352781211394,-0.014372165073195673,-0.0044196588153055235,-0.04403628514626903,0.004792697026244592,0.030094962269780735,0.4228277862627717,-0.43095839375741407,0.08642897604185963,-0.08902235523927791,1.0,0.007463399443959426,0.0037507001994724716,0.9923982989080304,-0.010437186994345751,0.0284783209812104,-0.010051462254567338,0.001560478842662398,0.004308826802772838,0.003516446945291629,0.0048882454270474055,0.004548282696373983,-0.001837286505260557,-0.0026052454935328417,0.012030271968310201,0.015137612578845697,-0.018892406180285173,0.013476724598047522,0.021073903432281906,-0.004780226899262154,0.009123885534224201,-0.0013825758874913352,-0.0037811258844807414,0.023072091866607847,-0.01734608583464933,-0.0226326604356731,0.01758213270093763,0.006666561480589583,0.0013401122208827694
sigma_r,0.024530170998394475,-0.004229165507787308,0.027648402933534957,0.09504433892477135,0.21781781796097743,0.12965108873633938,0.29539663610344363,0.1348478019974427,0.3607582227056922,0.19715638692501927,0.12704690928575268,-0.09864032920338274,-0.19062636404748023,0.3143650932561839,0.30539832313296844,0.6247451361698844,0.1407900705351837,-0.05842743827806854,0.29369814286928225,-0.16900367929684013,0.03216622319549319,0.0003096305099207392,0.0003096295216565319,-0.15172434057269826,0.040107442055596895,0.22267760198453052,0.3295036995547298,0.04825581472874967,0.09611491044911358,0.09137264146208689,-0.0006390283640845244,-0.0018558117054841249,0.007463399443959426,1.0,0.4700086121839198,0.004012618444992099,0.23317759634974772,-0.2786045804711862,0.20711157523924018,-0.018370385517694144,-0.3618313640742394,-0.27337710817132604,-0.3564689814507756,-0.2716136468230176,-0.3466209717814241,-0.22425904040243422,-0.46323367123161774,-0.28955893104999103,-0.2966596942642827,-0.2238118216945535,-0.3080736218498864,-0.013512782723745119,-0.09423860302713469,-0.17525755511962934,-0.15304451286839818,0.2961933340848225,0.24490174641137694,0.1862011627848399,-0.22116186063328683,0.6435239702108514,0.6408004119925517
ra,0.0007245782320287773,-0.009149143988539324,0.0034177374456679467,0.060787089815253215,0.10611554514009225,0.06354584947157034,0.13264477814397205,0.1401803903232201,0.18934893008141773,0.08698353918495857,0.06370660509104843,-0.019148488714939443,-0.059990618433866646,0.10412387674108943,0.09134932496689,0.4275260679089973,0.044494662921023005,-0.001955558802539835,0.1406675410949115,-0.047681827630679754,0.03260913558732864,-0.016499989924130928,-0.01649999011702735,-0.022705853516988464,0.08112555804581523,0.10650521777586677,0.14239933022797333,0.008792122941986509,0.1411905685436016,0.13810590693455754,0.12811187824275239,0.1355745369128611,0.0037507001994724716,0.4700086121839198,1.0,0.00496133572590647,0.06996826742409899,-0.07309492715510033,0.08721155295420643,-0.007721995301083542,-0.12758004048937974,-0.09803870709993995,-0.12555009317316626,-0.09725357689628818,-0.12094463612207403,-0.07993592993289943,-0.17021872032417512,-0.08097601468993879,-0.13104782262925713,-0.057130503094098686,-0.12076176519884507,-0.03364135759663635,-0.02613339039980491,-0.05344172304667353,-0.045885111782697524,0.1136858760882005,0.12649529378784746,0.07819183366401178,-0.11234134074909757,0.47077533032095825,0.6095551440797978
cos_a,-0.012456630051477038,-0.013930207249614142,-0.009965626963022075,-0.017692554070699532,-0.044248128274061924,-0.013270083344776794,0.012944049886842942,-0.021981366282164256,0.029287775257090875,-0.024100324880583425,-0.01913470206712528,0.01027956805750546,-0.0010567075903094637,0.013452925435797757,0.013251583589034785,0.007608883358080603,0.002469288958936073,-0.0032510625343628538,-0.01138201880179531,0.02004808233087216,0.03573952636987767,0.049743358499822796,0.04974335780778302,-0.014756654048354441,-0.002816435544183933,-0.04560531508499119,0.005020950974282158,0.029066408841564667,0.4201194807150029,-0.4182147142439286,0.09199303365497533,-0.0823964280148263,0.9923982989080304,0.004012618444992099,0.00496133572590647,1.0,-0.011948877774412664,0.0304143966330506,-0.010940882942452107,0.001760197312413823,0.0049302129953374685,0.0036443250424779356,0.00503512053164045,0.004152329825524654,-0.0004615151889431745,-0.0020906197920976225,0.014082860672294955,0.017474550871706584,-0.01917297355790003,0.015167115991071178,0.021308009825116034,-0.006869904114797098,0.007654233641160084,-0.00028745226026373873,-0.0036819797738963035,0.02063800380685789,-0.017689155532177734,-0.022919449704595436,0.015635967960171204,0.005348766988984573,0.001931284899665666
qi,0.012119718864669985,-0.0651007337405585,0.07661517896705658,-0.10572162354149464,0.12371974214635376,-0.10232104188852297,0.3440140577065404,0.09485076196202877,0.3632878172353115,0.32946480544270923,0.2123387596356717,0.1981692881671919,-0.1960848191524557,0.40100581899649446,0.39950243910502975,0.31577382089208245,0.42068123058413087,-0.39185889294004445,0.12185831764945473,-0.37869546134421067,0.03142725069371478,0.1311345906907236,0.13113459056002452,-0.4962975904439091,-0.12896906169575417,0.13208998288623533,0.4085743867136152,0.13585003820962946,0.19171436680406967,0.20831772122716594,0.025689285304093683,0.038333597170954095,-0.010437186994345751,0.23317759634974772,0.06996826742409899,-0.011948877774412664,1.0,-0.5484917839298373,0.28452658607639175,-0.10447192507427015,-0.09335697861209508,0.05044130394520085,-0.09033328139366509,0.048458426312938244,-0.08727323704930852,0.09459391502661624,-0.5630966390510646,-0.558170625322849,-0.09953863447834703,-0.4063027311076061,-0.33916867783282023,0.20745687595639906,-0.016229585032630375,-0.015062121201092439,0.06486413273823698,0.4034830250156486,0.12516726783373977,0.34739783266442326,-0.32825429224826524,0.16060182703897194,0.04205595969655509
qk,-0.01923690333026672,0.08618596007460184,-0.07301906880085748,0.07442982967823181,-0.18267325504547235,0.11122611298319195,-0.5364068097635142,-0.1025610993721447,-0.5152018745831356,-0.2859843889564563,-0.2826306960163875,-0.25868692444990155,-0.05690832379353024,-0.5911309421087543,-0.5896634406493226,-0.4308727768144989,-0.33847316847415637,0.24861049205493854,-0.18915954763616194,0.44038558611262474,-0.15641129343883098,-0.030091696027087472,-0.030091697614003737,0.45569911104784777,-0.0705383165730603,-0.2033744688695929,-0.6242035784839849,-0.05710992885887021,-0.23222554964332748,-0.25707764215131856,-0.07277621983504225,-0.08979523597019032,0.0284783209812104,-0.2786045804711862,-0.07309492715510033,0.0304143966330506,-0.5484917839298373,1.0,-0.5188199969463247,0.18250904025635492,0.41379960988571524,0.26474169903780326,0.40617250110630654,0.26317917365591154,0.40561454250937073,0.19696899214424166,0.6472620017649412,0.6040561845235773,-0.17327635556888588,0.3240962907987353,0.33768897627900973,-0.5790124978588456,0.28966553297218534,0.21256164488538898,0.05210436916082994,-0.5792924633685927,-0.1840474905595691,-0.3115767924773658,0.5248494843662187,-0.14965691393978617,-0.20457996115492136
fb,-0.001287736674400658,-0.06078320706890893,0.013657076699810746,0.4209641489842141,-0.01097850893910551,0.40926334096882294,0.37173218281164644,0.4109674604729432,0.29078205465939605,0.6755574089485091,0.6818714389401236,0.3539491650256071,0.15367577597817147,0.31194781380476744,0.30673491841036477,0.451323758598166,0.34705745967263435,-0.2511976874660983,0.5747868081660205,-0.7314861676133935,-0.26716101235911804,-0.3157224716068284,-0.31572246995154674,-0.34104893941669145,0.054388395388627074,-0.018839051691488397,0.399859237066459,-0.2789515269970526,0.35618034039575147,0.37700048395528685,0.09202688901549898,0.11673672000074986,-0.010051462254567338,0.20711157523924018,0.08721155295420643,-0.010940882942452107,0.28452658607639175,-0.5188199969463247,1.0,-0.18637867944663047,-0.027559621698534806,0.07562616480562262,-0.028745774695070878,0.07155682556867758,-0.03892674239905172,0.09249101133541088,-0.3469553639821954,0.10925118878470613,0.10791866528480243,0.38246263443136586,-0.17885090332600365,0.3036422434962815,-0.030025140631526715,0.2770672114722716,0.5572546139480474,0.300741982937239,0.6480354008741014,0.6693801236081791,-0.32197862270114597,0.35646150066740995,0.3139190267711105
tb,0.01125427362742601,0.019241049429595602,0.0010126674977029113,-0.051847882697082216,-0.00543393172335886,-0.04559196890911935,-0.0672146495587811,-0.046976286962553744,-0.059059996665745434,-0.09719018234485664,-0.10298604154673864,-0.06275873623869564,-0.04321772777591734,-0.06520584351636022,-0.06458270697414124,-0.0678697688716451,-0.06015737312987801,0.07359708266693779,-0.06927238769311012,0.159112547350999,0.03465317132723316,0.05025738597930411,0.05025738587277077,0.10025286318611899,0.003234460066521313,-0.005722054903238052,-0.08143190664497935,0.04421414804893597,-0.055130162938258745,-0.06354489910885176,-0.013372421772565125,-0.016452613091505374,0.001560478842662398,-0.018370385517694144,-0.007721995301083542,0.001760197312413823,-0.10447192507427015,0.18250904025635492,-0.18637867944663047,1.0,0.022486877245244927,-0.0018545637105872206,0.019322731316161152,-0.003971512123854911,0.02587052960761409,-0.004846634636379785,0.07395899661782476,0.05544628834445232,-0.13454367071671489,-0.03538896801120857,0.030847994887739497,-0.15278843696730174,0.07129257831877131,-0.026027419118364346,-0.07054569324322563,-0.06293662147547648,-0.08392785517367096,-0.09832055467149378,0.08477506890832781,-0.04464571837574818,-0.03709701307570893
tcf,0.008199177663715777,0.035098306295572985,0.011022602298126622,0.1410084192377838,-0.17514136225190735,0.18806863946622618,-0.3437105332777161,0.04613116932605548,-0.3382699609653196,0.13322319203154792,0.13981222849104855,0.07945030651442772,0.09665922075086941,-0.36966017280595087,-0.3696604717865321,-0.19344405910691242,0.04853354331884778,-0.13513194307153736,-0.042391585896624784,-0.12160617166790821,-0.3832199358131191,-0.13080774494856584,-0.13080774647717797,0.05562739000895579,-0.26041738835178596,-0.1956436492094549,-0.3927963057470636,-0.14376006165959257,0.030387561930726358,0.02695515717486119,-0.03006161190832044,-0.03592098754620966,0.004308826802772838,-0.3618313640742394,-0.12758004048937974,0.0049302129953374685,-0.09335697861209508,0.41379960988571524,-0.027559621698534806,0.022486877245244927,1.0,0.9190813054906042,0.988023992484717,0.91221905606637,0.9580695151585118,0.830057770705679,0.592117264609971,0.5269572706162274,0.32452431851660796,0.4700970544084866,0.43461098612554183,-0.012712919804641863,0.48682465618054016,0.7793317674365989,0.6386680990294314,-0.3617707505801615,-0.0010580395124081957,0.12129492411027401,0.3284087383629491,0.06316389726260796,-0.19467968362889498
lambda_c_fit,0.011793760014200464,0.021677314535122737,0.03161186172789191,0.024438221907996622,-0.03508689011509956,0.052119122552711505,-0.11273703446433865,0.050587784496102364,-0.10778214015847067,0.23505690832640597,0.2365088241924176,0.23053003931750893,0.11153583186083157,-0.04564273477727369,-0.04611742481772273,-0.0035640766077859242,0.2549800794742779,-0.19352357921743718,0.03170471422402023,-0.1457256684171849,-0.21655403519075325,0.016621660867958347,0.01662165914672209,-0.10519918481248362,-0.2275524402672529,-0.05171015285069386,-0.13568869953400378,0.017636734280378336,0.17790429079662362,0.1705746934403553,-0.005558412304562272,-0.012805719726679888,0.003516446945291629,-0.27337710817132604,-0.09803870709993995,0.0036443250424779356,0.05044130394520085,0.26474169903780326,0.07562616480562262,-0.0018545637105872206,0.9190813054906042,1.0,0.9067798446904849,0.9871865289392222,0.8809632075849522,0.9412428709948408,0.41080189762861935,0.37787263679388455,0.2634849875757828,0.3605688068044753,0.5184846782934887,0.19192098822788928,0.4558591761126448,0.7755687324449438,0.6603689641847684,-0.04431868647878303,0.07038545849098342,0.2265417392527881,0.21393765510433643,0.12285999884038128,-0.13199438564425986
tce,0.00323293182610647,0.03323972678590087,0.011897247160847068,0.1401156241813585,-0.1732753521961999,0.1860706633137563,-0.338566837961568,0.04513846524273028,-0.33317692910191493,0.12852205244486467,0.13738432003493845,0.07476249648585888,0.09770889683680167,-0.36533863100953645,-0.3653504934045742,-0.18976413476125914,0.0407293874219868,-0.13265858172363382,-0.040462126728779683,-0.12014703579550999,-0.3785939523013532,-0.13163647288334127,-0.13163647446109566,0.054378016446699595,-0.2577499168043246,-0.19373442265108076,-0.38695305289808024,-0.14470161466575562,0.027912706055043007,0.02358616439210092,-0.03427667742607892,-0.04086214669290466,0.0048882454270474055,-0.3564689814507756,-0.12555009317316626,0.00503512053164045,-0.09033328139366509,0.40617250110630654,-0.028745774695070878,0.019322731316161152,0.988023992484717,0.9067798446904849,1.0,0.9240745847580316,0.9379365990887626,0.8100897358841536,0.5820695634629208,0.5148695365848944,0.3204448717807111,0.4605027883215942,0.42363352907592805,-0.013100308715285147,0.47863880566791683,0.768820618588822,0.6206257984286003,-0.3576621498280608,-0.0009375270430400756,0.11639053195745878,0.32086043318938945,0.062464971949670316,-0.19038873717394753
lambda_c_e,0.008236498403478277,0.020743873163069786,0.032896830882850336,0.02880848070551046,-0.03866855313726308,0.05583931097024898,-0.11658434439200563,0.0499575612087753,-0.11182532024256171,0.22805122915695808,0.23240974337063736,0.21999547037700948,0.11273032605154243,-0.054116027636769606,-0.05459664448588553,-0.006616108743123644,0.2387775761592846,-0.1894819303393293,0.03218712434519913,-0.14467968842373238,-0.2195401638067195,0.008182324119325363,0.008182322440184006,-0.10036476274463918,-0.2268838322987285,-0.055402554342269546,-0.13992750370456927,0.007961739503326508,0.16994357219791628,0.1617926452491223,-0.010723676333690004,-0.018621802152073163,0.004548282696373983,-0.2716136468230176,-0.09725357689628818,0.004152329825524654,0.048458426312938244,0.26317917365591154,0.07155682556867758,-0.003971512123854911,0.91221905606637,0.9871865289392222,0.9240745847580316,1.0,0.8655081049266228,0.91894189499673,0.40767098601097157,0.3717094925415926,0.2624442125190357,0.35578825331592323,0.5045873012926079,0.18333308236748422,0.44908070146318907,0.7672242744871652,0.6435088727297272,-0.053089984098236884,0.06942137469316123,0.21883649824934467,0.21092942804433532,0.12051937028042768,-0.1299484185138956
tci,0.010390540494992922,0.036824430105784484,0.00893595624009252,0.1330029665985439,-0.16860735254081252,0.1797164528742238,-0.3353323329908762,0.03726240963570135,-0.32744923201106985,0.1220963455589849,0.12285884790078336,0.065210678266424,0.07737969354038218,-0.3632323049171534,-0.3632865002230874,-0.19071134986315572,0.039704976770832005,-0.13414623456819624,-0.04400111748301226,-0.11336384666195197,-0.3744231664193741,-0.12609225803296323,-0.12609225995052473,0.05522759307442801,-0.25734897142391355,-0.1884396588103798,-0.38429353570670455,-0.13818885845829168,0.018340204054470247,0.020638857017361945,-0.038437778564761375,-0.04538004508553421,-0.001837286505260557,-0.3466209717814241,-0.12094463612207403,-0.0004615151889431745,-0.08727323704930852,0.40561454250937073,-0.03892674239905172,0.02587052960761409,0.9580695151585118,0.8809632075849522,0.9379365990887626,0.8655081049266228,1.0,0.884842019964007,0.5579092881401831,0.4960624070663043,0.295751668705374,0.43911531657985725,0.3976084377457454,-0.03194001281783585,0.4601267841998489,0.73576335446083,0.5898696827839819,-0.3554077887807556,-0.006340243016246957,0.1097726910777392,0.32069151516762434,0.05844852852285139,-0.19203084636446005
lambda_c_int,0.007078923354029576,0.015549281275405074,0.02771106266425527,-0.01741776470143136,0.0003373951801202687,0.006917355183452851,-0.030052454924581713,0.03914883840705557,-0.02243698923662924,0.23128816020906573,0.228866530578721,0.24289478671521889,0.09481108540846706,0.0538125865401844,0.053224078264759035,0.05032455580662329,0.2836784078452086,-0.1969055324379087,0.04713774732968281,-0.14068548763388983,-0.15024248871317503,0.0638502615541805,0.0638502590337537,-0.14815928406372725,-0.20541101733513611,-0.01369314699931427,-0.04821272591784881,0.06758947258627168,0.19460060251733277,0.19244979666094403,-0.005157734132602969,-0.013356771092643344,-0.0026052454935328417,-0.22425904040243422,-0.07993592993289943,-0.0020906197920976225,0.09459391502661624,0.19696899214424166,0.09249101133541088,-0.004846634636379785,0.830057770705679,0.9412428709948408,0.8100897358841536,0.91894189499673,0.884842019964007,1.0,0.313412164867791,0.2967532569475372,0.20897790194173857,0.29106727121726195,0.4790598968550578,0.22084357831052898,0.4103505009274261,0.7006514717031925,0.5939971112776256,0.05454619636881783,0.08093815694519836,0.22502174610284845,0.1683621450644199,0.1259268473594111,-0.10622586848631879
